date,pct,above,valid,members,ndx
2026-08-12,57.0,57,100,102,29742.6
2026-08-13,63.0,63,100,102,30084.5
2026-08-14,65.0,65,100,102,30046.14
2026-08-17,58.0,58,100,102,29995.38
2026-08-18,59.0,59,100,102,29490.96
2026-08-19,60.0,60,100,102,29426.02
2026-08-20,52.0,52,100,102,29213.16
2026-08-21,53.0,53,100,102,29308.86
2026-08-24,51.49,52,101,102,29023.18
2026-08-25,50.98,52,102,102,29209.23
2026-08-26,50.0,51,102,102,29224.52
2026-08-27,48.04,49,102,102,29641.56
2026-08-28,50.0,51,102,102,29433.43
2026-08-31,50.0,51,102,102,29456.97
2026-09-01,45.1,46,102,102,29077.22
2026-09-02,46.08,47,102,102,29143.33
2026-09-03,48.04,49,102,102,29482.32
2026-09-04,45.1,46,102,102,29544.15
2026-09-08,48.04,49,102,102,29507.7
2026-09-09,39.22,40,102,102,29421.55
2026-09-10,37.25,38,102,102,29103.51
2026-09-11,40.2,41,102,102,29368.44
2026-09-14,39.6,40,101,101,29127.16
2026-09-15,34.65,35,101,101,28937.84
2026-09-16,32.67,33,101,101,28945.06
2026-09-17,32.67,33,101,101,29446.98
2026-09-18,32.67,33,101,101,29644.17
2026-09-21,39.6,40,101,101,30482.35
2026-09-22,46.53,47,101,101,30732.4
